,RegionName,Ann_returns
0,1001,0.028592392918546983
1,1002,0.026771130730354642
2,1005,0.05597359957517578
3,1007,0.023589345638344916
4,1008,0.017484954813465015
5,1010,0.019451424549403518
6,1011,-0.005979861215424709
7,1013,0.03395586671164952
8,1020,0.03468409551686813
9,1026,-0.009682744794145437
10,1027,0.023244917993777703
11,1028,0.023584202084433015
12,1030,0.025004744251139188
13,1033,0.018718584354664003
14,1034,0.02569156583530474
15,1035,0.019289373732234827
16,1036,0.01975220277359213
17,1038,0.028586008091821657
18,1040,0.03334807564982012
19,1050,0.02011055728522293
20,1053,0.03812908092978273
21,1054,0.0336579311159666
22,1056,0.02780442187785659
23,1060,0.02738047713520686
24,1062,0.03148249564301464
25,1068,0.042079534931204865
26,1071,0.03067883790134185
27,1072,0.024098949479743004
28,1073,0.02949631000608277
29,1075,0.028080844083972822
30,1077,0.019504983057820224
31,1081,0.04225973472655542
32,1082,0.020541855928916997
33,1083,0.06113420360759125
34,1085,0.020673695556857608
35,1089,0.022356978711624453
36,1092,0.0595021986619646
37,1095,0.024122681887190467
38,1096,0.017241082488265835
39,1098,0.012963375353979734
40,1104,0.05115350780462613
41,1106,0.016356331998386597
42,1107,0.04004385168366098
43,1108,0.03910563646934029
44,1109,0.07140645180993488
45,1118,0.04009512260175452
46,1119,0.04614346410473935
47,1128,0.034579611160604706
48,1129,0.042732149552648035
49,1151,0.04543667717953448
50,1201,0.02066751912814202
51,1220,0.010728506566623608
52,1223,0.014288592879308615
53,1225,0.015561247978814974
54,1226,0.013287004988494555
55,1230,0.022527460390219467
56,1235,0.011749349485856264
57,1238,0.016976705987586493
58,1240,0.011069087769329355
59,1245,0.006779760445273286
60,1247,0.015514675418317747
61,1254,-0.009664480503113526
62,1255,0.010856201961458867
63,1257,0.024420856935301938
64,1262,0.0032670077740251102
65,1266,0.007639047294589751
66,1267,0.007347965476064422
67,1270,0.007797128240656592
68,1301,0.02951088251799927
69,1330,0.03236926108134086
70,1331,0.06940455884958219
71,1337,0.028068989357376672
72,1338,0.03376827885406675
73,1339,0.03923201593229342
74,1340,0.030187609181446584
75,1341,0.026913273131417226
76,1344,0.02740222273228876
77,1351,0.036928079151311355
78,1354,0.03637254261465395
79,1360,0.03283781334555247
80,1364,0.0027605857741999085
81,1366,0.04993032762015015
82,1368,0.05717210085217972
83,1370,0.0392000104402781
84,1373,0.03027038829005546
85,1375,0.033410927764622844
86,1376,0.030668497324356503
87,1420,0.05925806323494287
88,1430,0.06375074278546022
89,1431,0.06469928204651132
90,1432,0.04996112556091292
91,1440,0.06305709121711756
92,1450,0.03737743528684767
93,1452,0.04973343859384349
94,1453,0.05656560123565768
95,1460,0.04551900146278309
96,1462,0.060923705295542696
97,1463,0.04777038245066212
98,1464,0.048413641724999845
99,1468,0.05481540653940953
100,1469,0.04452031781632426
101,1473,0.05150255244844004
102,1474,0.05702191576383209
103,1475,0.05974022199621043
104,1501,0.0523872586817109
105,1503,0.046256102970133606
106,1504,0.06499457123152652
107,1505,0.05462077515278718
108,1506,0.04997989510609391
109,1507,0.04616993331648378
110,1510,0.0665143224922089
111,1515,0.060540456931711395
112,1516,0.04652140757858092
113,1518,0.042156914423745695
114,1519,0.04714221339564584
115,1520,0.053398567322790136
116,1521,0.03742740371168751
117,1522,0.050004907648869334
118,1523,0.05275235848484949
119,1524,0.05464226777426795
120,1527,0.05801185351549587
121,1529,0.05283973933025399
122,1532,0.050559138930202696
123,1534,0.04703451095205602
124,1535,0.05267192529389142
125,1536,0.05217864234409908
126,1537,0.049899289883437614
127,1540,0.04370812296637716
128,1541,0.053722938601197034
129,1542,0.05148309853972921
130,1545,0.05251347546212104
131,1550,0.060727780648467844
132,1560,0.045681218100593446
133,1562,0.05904187776364078
134,1564,0.05181661026890971
135,1566,0.04345941620717775
136,1568,0.04289547857308085
137,1569,0.05161713365007636
138,1571,0.04682683595891102
139,1581,0.04787710939002654
140,1583,0.052882224809589484
141,1585,0.05168008461259421
142,1588,0.046210509422234924
143,1590,0.04751119862557607
144,1602,0.07084327532484114
145,1603,0.06305944432893806
146,1604,0.06374416978838604
147,1605,0.06197683646405827
148,1606,0.059387253828764086
149,1607,0.06741871527602439
150,1609,0.046589903510108055
151,1610,0.06617387410900388
152,1611,0.06556431095333193
153,1612,0.053859345778586754
154,1701,0.06283896064575223
155,1720,0.04108103653816553
156,1730,0.05800250780124516
157,1740,0.045557729145155657
158,1741,0.040095155731961984
159,1742,0.04661269673234347
160,1746,0.052976573785419534
161,1747,0.06285077763257063
162,1748,0.04082631825563965
163,1749,0.05978876045314374
164,1752,0.05587306639874412
165,1754,0.053125186224958654
166,1756,0.046748931037761565
167,1757,0.05625724664261855
168,1760,0.06522246352603389
169,1770,0.030200626163922273
170,1772,0.05778188894926206
171,1773,0.043253421812706305
172,1775,0.040936984678474175
173,1776,0.036936321811267936
174,1778,0.05705377172174342
175,1801,0.06510061002320477
176,1803,0.061467091327364276
177,1810,0.04240218166113574
178,1821,0.05883363595436175
179,1824,0.05118074307174192
180,1826,0.06275564665897759
181,1827,0.04001817003237962
182,1830,0.06489706990138333
183,1832,0.0616546576716448
184,1833,0.05761089754171267
185,1835,0.06331945108223791
186,1841,0.10102317325746091
187,1843,0.07969557813358863
188,1844,0.0675960375847715
189,1845,0.04058948686983754
190,1850,0.07782205201818271
191,1851,0.07610563520475333
192,1852,0.062142147913739176
193,1854,0.06622728485791174
194,1860,0.05933293731158584
195,1862,0.056568810154349336
196,1863,0.0544355875723741
197,1864,0.057100408192482854
198,1867,0.06660148592281279
199,1876,0.053592020495051296
200,1879,0.04629892638706079
201,1880,0.06563411910998274
202,1886,0.04551338968211405
203,1887,0.06513069392113735
204,1890,0.07266129006547772
205,1902,0.1134468919248468
206,1904,0.08741086711444135
207,1905,0.10210287898221493
208,1906,0.07988943268962934
209,1907,0.0702150456595152
210,1908,0.06734250785558493
211,1913,0.06034803345905537
212,1915,0.05901270930686531
213,1921,0.042031724318047026
214,1922,0.0548802066548002
215,1923,0.06394833513597509
216,1930,0.056951397590437436
217,1938,0.054634237697232635
218,1940,0.05767006207135328
219,1944,0.03451146005474137
220,1945,0.05794500997833496
221,1949,0.05856419285143333
222,1950,0.05904329218395521
223,1951,0.0647687236451826
224,1952,0.06010558925494047
225,1960,0.06472275968757812
226,1966,0.059814461236441296
227,1969,0.05142668199039724
228,1970,0.0700687966640896
229,1982,0.05908925856748293
230,1983,0.039219214070448594
231,1984,0.05093217826666607
